,Track_Number,Total_Tracks,Year_Released,Month_Released,Popularity
862,4,21,2020,9,80
863,1,1,2020,11,82
864,5,11,2020,3,86
865,3,5,2020,1,82
866,1,1,2020,5,85
867,1,13,2020,6,78
868,5,16,2020,11,80
869,4,13,2020,1,83
870,14,14,2020,10,81
871,1,1,2020,1,83
872,10,10,2020,3,84
873,2,2,2020,6,82
874,2,15,2020,12,80
875,3,14,2020,10,82
876,7,8,2020,3,79
877,1,1,2020,1,90
878,3,14,2020,5,81
879,7,13,2020,6,76
880,5,25,2020,10,80
881,2,16,2020,7,81
882,2,10,2020,2,77
883,1,1,2020,9,88
884,3,16,2020,9,84
885,7,14,2020,3,79
886,8,16,2020,7,80
887,1,1,2020,11,80
888,5,15,2020,9,78
889,1,1,2020,7,86
890,1,1,2020,9,75
891,2,11,2020,3,84
892,1,1,2020,2,73
893,1,15,2020,12,82
894,1,1,2020,9,77
895,1,15,2020,12,79
896,1,1,2020,10,76
897,16,16,2020,9,83
898,1,1,2020,11,80
899,1,1,2020,8,77
900,1,1,2020,1,81
901,5,19,2020,8,77
902,8,17,2020,11,77
903,7,16,2020,4,77
904,4,15,2020,9,78
905,10,14,2020,3,83
906,1,1,2020,10,76
907,2,2,2020,7,75
908,5,20,2020,3,74
909,1,16,2020,7,77
910,1,1,2020,5,80
911,4,16,2020,1,77
912,1,1,2020,7,79
913,1,12,2020,1,75
914,1,1,2020,12,73
915,1,1,2020,11,81
916,1,1,2020,9,80
917,7,15,2020,4,76
918,14,14,2020,11,72
919,1,16,2020,9,83
920,13,14,2020,3,79
921,6,9,2020,6,76
922,1,1,2020,12,77
923,1,4,2020,5,74
924,6,14,2020,7,74
925,4,10,2020,2,75
926,1,1,2020,7,83
927,11,14,2020,10,78
928,1,1,2020,10,84
929,1,1,2020,5,79
930,9,9,2020,10,76
931,1,1,2020,1,75
932,9,16,2020,1,79
933,3,13,2020,2,72
934,7,10,2020,2,73
935,1,1,2020,1,75
936,4,5,2020,7,77
937,2,11,2020,9,76
938,19,19,2020,7,73
939,2,14,2020,3,77
940,9,11,2020,3,81
941,1,1,2020,3,80
942,5,16,2020,6,75
943,3,6,2020,10,74
944,14,21,2020,3,79
945,1,8,2020,11,83
946,1,1,2020,1,73
947,4,14,2020,2,72
948,1,1,2020,2,77
949,2,2,2020,10,75
950,4,17,2020,2,78
951,5,16,2020,7,75
952,1,1,2020,5,74
953,1,1,2020,6,81
954,1,1,2020,4,76
955,10,10,2020,10,78
956,1,1,2020,7,77
957,1,1,2020,9,77
958,1,1,2020,5,77
959,11,12,2020,4,71
960,2,3,2020,2,69
961,4,16,2020,5,78
962,10,15,2020,4,71
963,1,1,2020,10,80
964,5,14,2020,10,73
965,1,1,2020,10,72
966,3,11,2020,6,73
967,11,11,2020,6,75
968,3,18,2020,3,74
969,6,10,2020,10,73
970,2,7,2020,9,73
971,2,15,2020,11,75
972,1,1,2020,9,78
973,4,7,2020,9,73
974,3,15,2020,11,79
975,8,20,2020,2,81
976,2,15,2020,5,71
977,1,1,2020,10,77
978,1,1,2020,7,75
979,1,1,2020,12,73
980,1,1,2020,11,74
981,1,1,2020,12,82
982,1,1,2020,2,77
983,1,2,2020,7,75
984,1,1,2020,7,73
985,1,1,2020,2,80
986,1,1,2020,6,72
987,1,1,2020,9,74
988,17,21,2020,5,76
989,1,1,2020,3,73
990,4,10,2020,7,73
991,1,1,2020,6,74
992,6,8,2020,3,71
993,1,1,2020,5,73
994,3,12,2020,3,72
995,11,12,2020,4,71
996,11,16,2020,7,73
997,2,12,2020,7,70
998,14,16,2020,7,73
999,3,9,2020,3,72
1000,9,16,2020,7,74
1001,1,9,2020,4,78
1002,1,1,2020,9,69
1003,2,9,2020,3,75
1004,1,1,2020,8,70
1005,1,1,2020,11,79
1006,1,13,2020,10,79
1007,1,1,2020,4,72
1008,4,8,2020,5,73
1009,1,1,2020,5,75
1010,5,12,2020,4,70
1011,1,1,2020,7,71
1012,1,1,2020,11,73
1013,8,19,2020,8,74
1014,6,16,2020,7,73
1015,1,1,2020,1,75
1016,3,12,2020,8,72
1017,10,16,2020,7,73
1018,1,1,2020,9,75
1019,3,15,2020,9,73
1020,2,12,2020,8,71
1021,1,1,2020,9,80
1022,10,15,2020,3,75
1023,3,16,2020,7,73
1024,2,18,2020,5,76
1025,4,15,2020,11,78
1026,7,20,2020,2,78
1027,1,1,2020,2,70
1028,5,7,2020,6,73
1029,1,7,2020,6,72
1030,2,12,2020,3,74
1031,13,21,2020,3,78
1032,5,8,2020,10,76
1033,2,14,2020,12,75
1034,1,1,2020,9,78
1035,8,13,2020,3,74
1036,1,12,2020,3,71
1037,9,13,2020,3,69
1038,4,8,2020,3,70
1039,2,7,2020,12,69
1040,12,41,2020,1,76
1041,1,1,2020,8,73
1042,1,1,2020,8,76
1043,1,1,2020,7,73
1044,1,7,2020,9,70
1045,2,5,2020,10,76
1046,4,13,2020,6,71
1047,3,15,2020,12,72
1048,1,1,2020,7,76
1049,4,11,2020,3,78
1050,11,20,2020,2,78
1051,4,12,2020,7,70
1052,3,16,2020,1,72
1053,1,2,2020,12,72
1054,4,14,2020,10,72
1055,3,11,2020,6,71
1056,2,11,2020,6,71
1057,1,1,2020,12,69
1058,9,14,2020,10,71
1059,6,8,2020,3,71
1060,12,12,2020,3,72
1061,2,14,2020,6,77
1062,1,1,2020,2,72
1063,2,12,2020,4,68
1064,2,9,2020,6,70
1065,7,16,2020,7,72
1066,1,1,2020,6,73
1067,5,12,2020,7,68
1068,1,1,2020,9,71
1069,3,9,2020,10,71
1070,1,1,2020,10,69
1071,1,1,2020,3,71
1072,2,16,2020,8,69
1073,8,11,2020,6,70
1074,5,7,2020,7,74
1075,1,1,2020,10,67
1076,7,11,2020,6,70
1077,1,2,2020,11,75
1078,1,1,2020,12,68
1079,1,1,2020,3,70
1080,8,11,2020,3,79
1081,13,21,2020,5,70
1082,1,7,2020,3,74
1083,5,20,2020,9,79
1084,3,16,2020,5,75
1085,1,10,2020,5,68
1086,1,1,2020,10,70
1087,2,10,2020,6,74
1088,7,17,2020,5,69
1089,4,11,2020,9,72
1090,1,1,2020,4,68
1091,1,14,2020,5,72
1092,1,1,2020,5,74
1093,8,10,2020,10,70
1094,10,11,2020,6,70
1095,4,15,2020,11,81
1096,9,14,2020,7,69
1097,1,1,2020,4,73
1098,1,1,2020,5,74
1099,10,13,2020,8,71
1100,1,1,2020,2,73
1101,1,1,2020,7,69
1102,7,14,2020,10,71
1103,2,14,2020,12,74
1104,1,2,2020,11,68
1105,1,1,2020,10,68
1106,10,15,2020,12,70
1107,1,1,2020,5,71
1108,9,9,2020,6,68
1109,15,15,2020,12,69
1110,3,5,2020,11,75
1111,17,18,2020,9,73
1112,9,20,2020,2,77
1113,3,10,2020,2,69
1114,9,20,2020,9,81
1115,9,12,2020,4,69
1116,5,5,2020,6,68
1117,13,13,2020,6,68
1118,5,17,2020,10,76
1119,1,3,2020,9,68
1120,1,1,2020,4,69
1121,1,1,2020,11,76
1122,1,1,2020,10,76
1123,3,8,2020,11,77
1124,5,12,2020,1,67
1125,1,11,2020,3,69
1126,1,1,2020,8,71
1127,1,1,2020,10,77
1128,6,12,2020,3,69
1129,3,8,2020,10,74
1130,2,21,2020,3,75
1131,1,1,2020,10,78
1132,11,13,2020,4,76
1133,11,11,2020,6,69
1134,8,18,2020,9,76
1135,2,7,2020,6,70
1136,1,7,2020,3,78
1137,13,26,2020,11,78
1138,1,1,2020,11,78
1139,3,14,2020,3,67
1140,3,6,2020,10,73
1141,1,1,2020,1,71
1142,6,15,2020,12,71
1143,1,7,2020,10,68
1144,1,7,2020,8,73
1145,1,1,2020,1,70
1146,6,14,2020,3,71
1147,1,1,2020,7,71
1148,1,1,2020,12,75
1149,1,15,2020,12,73
1150,1,1,2020,4,67
1151,1,1,2020,12,72
1152,5,8,2020,11,76
1153,1,1,2020,9,69
1154,1,1,2020,4,71
1155,7,15,2020,11,75
1156,7,9,2020,10,69
1157,2,12,2020,7,67
1158,1,1,2020,11,73
1159,5,11,2020,3,67
1160,1,8,2020,3,67
1161,1,1,2020,2,70
1162,8,14,2020,3,71
1163,4,6,2020,7,79
1164,3,7,2020,9,70
1165,1,1,2020,12,76
1166,1,1,2020,9,77
1167,1,1,2020,4,72
1168,1,6,2020,11,75
1169,2,17,2020,9,76
1170,1,1,2020,4,64
1171,3,14,2020,3,71
1172,12,16,2020,7,70
1173,6,13,2020,8,69
1174,1,1,2020,2,74
1175,5,10,2020,10,69
1176,2,2,2020,2,70
1177,2,6,2020,11,76
1178,1,1,2020,2,67
1179,7,21,2020,3,73
1180,1,1,2020,10,74
1181,6,8,2020,11,74
1182,16,21,2020,9,70
1183,4,13,2020,3,72
1184,7,14,2020,3,72
1185,1,1,2020,8,78
1186,8,16,2020,11,76
1187,1,1,2020,2,73
1188,4,5,2020,6,69
1189,5,14,2020,3,70
1190,15,16,2020,7,69
1191,5,5,2020,5,71
1192,16,17,2020,11,68
1193,1,1,2020,5,64
1194,1,1,2020,7,69
1195,4,15,2020,12,69
1196,10,21,2020,3,74
1197,13,15,2020,9,69
1198,1,1,2020,5,70
1199,6,18,2020,9,71
1200,6,16,2020,8,66
1201,1,1,2020,9,66
1202,13,18,2020,9,70
1203,2,8,2020,9,68
1204,12,13,2020,8,68
1205,1,1,2020,6,71
1206,15,18,2020,3,68
1207,1,1,2020,8,72
1208,5,19,2020,7,70
1209,6,10,2020,2,69
1210,26,29,2020,7,67
1211,10,21,2020,11,66
1212,1,1,2020,10,73
1213,1,2,2020,9,71
1214,1,18,2020,9,71
1215,4,12,2020,10,68
1216,1,2,2020,10,64
1217,6,12,2020,9,71
1218,9,12,2020,7,66
1219,1,1,2020,7,70
1220,2,15,2020,9,69
1221,6,9,2020,8,72
1222,1,1,2020,2,69
1223,1,1,2020,2,63
1224,4,12,2020,7,65
1225,1,14,2020,3,70
1226,2,13,2020,12,67
1227,6,10,2020,5,69
1228,2,11,2020,4,65
1229,1,7,2020,4,66
1230,7,15,2020,12,68
1231,1,1,2020,10,70
1232,1,2,2020,6,69
1233,14,23,2020,6,66
1234,4,5,2020,3,72
1235,1,1,2020,5,69
1236,1,1,2020,2,67
1237,1,1,2020,6,71
1238,6,15,2020,9,68
1239,7,17,2020,2,71
1240,3,7,2020,6,68
1241,2,14,2020,3,70
1242,14,20,2020,2,74
1243,4,14,2020,6,65
1244,8,8,2020,3,65
1245,1,1,2020,5,76
1246,6,14,2020,3,65
1247,10,18,2020,5,72
1248,11,14,2020,7,65
1249,7,18,2020,9,71
1250,3,8,2020,5,69
1251,1,1,2020,12,68
1252,2,12,2020,3,68
1253,2,4,2020,7,63
1254,14,16,2020,9,75
1255,12,20,2020,2,73
1256,9,12,2020,3,66
1257,1,1,2020,12,68
1258,1,1,2020,4,67
1259,1,1,2020,9,75
1260,1,1,2020,7,69
1261,6,10,2020,4,77
1262,1,4,2020,8,70
1263,1,1,2020,9,72
1264,1,1,2020,9,72
1265,18,20,2020,2,75
1266,1,1,2020,8,73
1267,13,13,2020,11,74
1268,9,14,2020,12,74
1269,10,12,2020,8,76
1270,2,8,2020,10,71
1271,4,14,2020,3,69
1272,3,20,2020,3,65
1273,1,1,2020,12,66
1274,1,1,2020,6,68
1275,1,1,2020,9,65
1276,1,1,2020,5,65
1277,1,1,2020,9,66
1278,2,6,2020,6,75
1279,11,18,2020,9,69
1280,1,1,2020,11,66
1281,15,20,2020,2,75
1282,1,1,2020,9,70
1283,5,14,2020,10,68
1284,11,15,2020,12,68
1285,1,2,2020,4,69
1286,2,20,2020,3,65
1287,14,14,2020,5,69
1288,3,7,2020,7,66
1289,25,25,2020,10,71
1290,15,16,2020,9,75
1291,4,11,2020,6,67
1292,1,15,2020,8,68
1293,5,12,2020,3,67
1294,1,1,2020,1,73
1295,7,8,2020,11,74
1296,1,1,2020,10,66
1297,1,1,2020,3,76
1298,1,1,2020,4,67
1299,12,13,2020,7,75
1300,1,1,2020,6,70
1301,1,1,2020,3,69
1302,12,15,2020,12,68
1303,2,8,2020,11,74
1304,2,3,2020,5,66
1305,1,1,2020,5,69
1306,8,18,2020,9,72
1307,3,16,2020,4,67
1308,16,20,2020,2,74
1309,10,20,2020,2,73
1310,1,1,2020,1,69
1311,1,1,2020,6,71
1312,1,1,2020,1,73
1313,2,7,2020,8,71
1314,5,12,2020,5,66
1315,2,14,2020,7,65
1316,1,1,2020,6,67
1317,15,15,2020,9,67
1318,17,18,2020,10,66
1319,4,7,2020,2,66
1320,7,11,2020,3,73
1321,8,9,2020,6,66
1322,1,1,2020,1,68
1323,16,17,2020,4,69
1324,1,1,2020,6,64
1325,6,18,2020,9,68
1326,1,1,2020,4,76
1327,1,1,2020,2,76
1328,15,17,2020,4,69
1329,1,1,2020,5,64
1330,1,1,2020,11,63
1331,2,17,2020,8,68
1332,1,17,2020,10,72
1333,2,13,2020,4,66
1334,5,10,2020,12,63
1335,2,11,2020,8,66
1336,2,8,2020,3,65
1337,1,1,2020,1,64
1338,1,1,2020,5,69
1339,5,6,2020,5,67
1340,1,1,2020,9,69
1341,3,13,2020,11,75
1342,1,24,2020,11,66
1343,5,10,2020,2,65
1344,7,8,2020,10,71
1345,8,8,2020,3,65
1346,5,5,2020,5,63
1347,1,1,2020,9,71
1348,10,16,2020,8,64
1349,1,5,2020,5,71
1350,1,17,2020,8,67
1351,6,13,2020,6,66
1352,1,1,2020,2,71
1353,4,7,2020,6,67
1354,13,15,2020,11,68
1355,1,1,2020,5,67
1356,4,7,2020,12,63
1357,1,1,2020,8,70
1358,20,21,2020,9,66
1359,8,13,2020,3,63
1360,1,1,2020,7,65
1361,5,15,2020,3,70
1362,1,1,2020,1,64
1363,2,17,2020,10,73
1364,5,17,2020,2,73
1365,6,8,2020,3,65
1366,1,1,2020,9,64
1367,1,9,2020,8,69
1368,15,15,2020,3,76
1369,1,1,2020,9,69
1370,3,16,2020,12,64
1371,1,1,2020,6,70
1372,1,4,2020,9,72
1373,1,16,2020,8,65
1374,2,12,2020,2,65
1375,9,15,2020,12,67
1376,8,16,2020,11,65
1377,10,10,2020,10,65
1378,1,1,2020,3,66
1379,1,1,2020,10,79
1380,7,16,2020,8,64
1381,5,12,2020,11,75
1382,4,5,2020,11,72
1383,1,1,2020,7,77
1384,1,16,2020,11,74
1385,10,15,2020,9,66
1386,16,21,2020,3,70
1387,6,14,2020,8,66
1388,5,17,2020,8,67
1389,1,1,2020,11,63
1390,1,1,2020,11,68
1391,14,15,2020,11,70
1392,13,15,2020,9,67
1393,8,17,2020,8,67
1394,1,1,2020,6,63
1395,1,1,2020,10,70
1396,2,4,2020,4,64
1397,1,1,2020,9,67
1398,1,1,2020,12,66
1399,11,12,2020,5,65
1400,2,18,2020,8,64
1401,1,6,2020,7,71
1402,1,1,2020,11,76
1403,1,1,2020,3,66
1404,1,1,2020,2,63
1405,15,18,2020,9,65
1406,1,11,2020,11,72
1407,16,16,2020,8,64
1408,13,18,2020,3,66
1409,2,13,2020,4,64
1410,8,12,2020,8,64
1411,1,7,2020,6,72
1412,1,6,2020,10,69
1413,1,1,2020,11,65
1414,13,15,2020,12,66
1415,7,10,2020,10,64
1416,4,17,2020,8,67
1417,6,6,2020,10,70
1418,1,1,2020,1,71
1419,1,2,2020,7,66
1420,5,18,2020,12,71
1421,1,1,2020,10,64
1422,7,12,2020,3,65
1423,8,9,2020,7,67
1424,3,17,2020,2,69
1425,12,14,2020,5,65
1426,1,1,2020,5,62
1427,6,8,2020,10,70
1428,17,21,2020,9,65
1429,2,10,2020,2,63
1430,3,11,2020,9,63
1431,1,10,2020,5,67
1432,1,1,2020,11,73
1433,1,1,2020,10,65
1434,1,1,2020,5,67
1435,1,1,2020,9,78
1436,1,1,2020,12,67
1437,1,1,2020,11,73
1438,1,3,2020,4,66
1439,9,11,2020,6,64
1440,2,14,2020,10,66
1441,11,12,2020,3,70
1442,4,21,2020,5,67
1443,2,18,2020,9,68
1444,1,15,2020,12,69
1445,2,15,2020,11,64
1446,6,16,2020,4,65
1447,1,1,2020,3,70
1448,1,1,2020,6,74
1449,4,16,2020,8,63
1450,6,14,2020,2,62
1451,9,13,2020,5,68
1452,1,1,2020,8,68
1453,1,1,2020,8,77
1454,1,5,2020,3,70
1455,17,18,2020,9,67
1456,8,14,2020,10,66
1457,1,1,2020,11,64
1458,1,9,2020,8,64
1459,14,14,2020,2,62
1460,3,10,2020,5,68
1461,3,12,2020,4,62
1462,1,1,2020,4,65
1463,1,1,2020,9,63
1464,6,12,2020,2,61
1465,4,14,2020,5,67
1466,3,13,2020,3,62
1467,1,2,2020,10,64
1468,2,2,2020,4,65
1469,13,14,2020,7,63
1470,3,6,2020,5,67
1471,1,1,2020,5,67
1472,1,13,2020,10,60
1473,12,15,2020,9,65
1474,1,1,2020,11,75
1475,1,1,2020,5,67
1476,1,15,2020,11,68
1477,12,14,2020,6,61
1478,1,14,2020,7,64
1479,12,14,2020,3,67
1480,5,6,2020,10,66
1481,1,4,2020,8,65
1482,2,4,2020,2,72
1483,3,6,2020,7,66
1484,1,1,2020,8,69
1485,1,1,2020,7,63
1486,3,13,2020,3,68
1487,1,2,2020,11,69
1488,10,17,2020,8,66
1489,12,16,2020,11,72
1490,1,5,2020,7,72
1491,1,1,2020,7,74
1492,4,12,2020,5,67
1493,1,1,2020,4,72
1494,1,1,2020,12,70
1495,1,2,2020,10,76
1496,2,14,2020,1,67
1497,1,1,2020,9,64
1498,1,1,2020,1,68
1499,1,1,2020,7,65
1500,1,1,2020,4,70
1501,13,14,2020,10,65
1502,2,27,2020,1,63
1503,3,9,2020,10,63
1504,1,1,2020,5,78
1505,9,21,2020,5,74
1506,1,1,2020,5,68
1507,1,14,2020,10,63
1508,13,14,2020,11,72
1509,6,17,2020,8,66
1510,2,13,2020,7,74
1511,1,1,2020,11,66
1512,1,1,2020,6,65
1513,1,1,2020,6,73
1514,1,1,2020,2,62
1515,1,1,2020,5,65
1516,1,1,2020,10,60
1517,2,6,2020,5,70
1518,4,12,2020,3,63
1519,1,1,2020,2,66
1520,1,1,2020,5,67
1521,8,18,2020,9,64
1522,15,18,2020,9,67
1523,1,1,2020,5,66
1524,2,13,2020,3,68
1525,6,11,2020,3,69
1526,15,17,2020,11,64
1527,6,11,2020,6,64
1528,2,13,2020,6,64
1529,9,10,2020,5,66
1530,3,12,2020,10,75
1531,9,17,2020,8,66
1532,1,1,2020,4,68
1533,3,17,2020,8,65
1534,1,1,2020,12,68
1535,4,10,2020,11,63
1536,1,1,2020,2,68
1537,1,1,2020,4,65
1538,1,1,2020,7,69
1539,4,11,2020,10,67
1540,7,9,2020,10,63
1541,1,1,2020,2,66
1542,3,11,2020,11,68
1543,1,1,2020,6,63
1544,1,1,2020,3,71
1545,1,13,2020,1,68
1546,5,15,2020,5,63
1547,1,1,2020,8,65
1548,1,14,2020,7,63
1549,19,20,2020,2,73
1550,3,4,2020,4,62
1551,4,6,2020,6,67
1552,1,1,2020,2,61
1553,10,12,2020,8,66
1554,6,12,2020,3,64
1555,1,18,2020,8,63
1556,2,16,2020,12,61
1557,1,1,2020,11,66
1558,1,1,2020,5,61
1559,1,1,2020,12,65
1560,6,14,2020,5,65
1561,5,13,2020,2,61
1562,12,16,2020,12,61
1563,11,14,2020,12,64
1564,2,10,2020,7,63
1565,10,17,2020,8,65
1566,1,1,2020,7,75
1567,11,17,2020,8,65
1568,1,1,2020,6,64
1569,1,5,2020,1,68
1570,1,1,2020,3,67
1571,2,4,2020,10,64
1572,1,5,2020,5,68
1573,1,1,2020,11,64
1574,1,1,2020,10,63
1575,6,8,2020,11,65
1576,6,17,2020,9,61
1577,1,1,2020,1,72
1578,5,20,2020,6,71
1579,1,3,2020,2,60
1580,1,1,2020,5,64
1581,2,14,2020,8,64
1582,1,1,2020,5,62
1583,2,16,2020,9,68
1584,13,13,2020,10,67
1585,1,1,2020,4,62
1586,7,17,2020,8,65
1587,1,1,2020,2,64
1588,1,1,2020,2,68
1589,1,1,2020,8,68
1590,1,1,2020,8,68
1591,1,2,2020,5,69
1592,2,6,2020,12,71
1593,1,5,2020,4,70
1594,1,1,2020,5,75
1595,1,1,2020,4,63
1596,6,9,2020,8,63
1597,1,1,2020,2,62
1598,19,21,2020,9,64
1599,1,12,2020,7,60
1600,13,15,2020,4,61
1601,8,11,2020,6,65
1602,1,8,2020,10,63
1603,1,1,2020,9,66
1604,3,11,2020,8,61
1605,14,15,2020,12,64
1606,24,26,2020,9,63
1607,16,18,2020,9,62
1608,1,1,2020,1,71
1609,10,11,2020,11,64
1610,7,12,2020,8,63
1611,1,1,2020,9,64
1612,4,7,2020,3,59
1613,4,15,2020,4,61
1614,1,6,2020,7,73
1615,1,1,2020,10,71
1616,8,13,2020,5,62
1617,7,7,2020,9,65
1618,8,16,2020,5,69
1619,6,13,2020,12,63
1620,1,1,2020,5,72
1621,11,12,2020,3,63
1622,9,21,2020,5,64
1623,1,1,2020,9,67
1624,2,17,2020,11,61
1625,1,1,2020,6,68
1626,6,20,2020,2,70
1627,4,13,2020,4,64
1628,2,7,2020,10,65
1629,2,10,2020,1,61
1630,3,13,2020,2,62
1631,1,1,2020,10,65
1632,7,18,2020,5,66
1633,6,14,2020,10,64
1634,1,1,2020,6,68
1635,9,13,2020,3,68
1636,1,1,2020,8,67
1637,5,7,2020,7,67
1638,3,11,2020,9,64
1639,3,11,2020,3,62
1640,1,1,2020,2,62
1641,14,17,2020,8,64
1642,12,13,2020,12,65
1643,10,13,2020,12,63
1644,1,1,2020,11,77
1645,6,15,2020,11,67
1646,1,1,2020,10,70
1647,14,14,2020,10,67
1648,1,1,2020,3,68
1649,1,1,2020,4,70
1650,1,1,2020,5,71
1651,1,14,2020,10,65
1652,1,1,2020,1,63
1653,11,16,2020,9,73
1654,1,1,2020,10,66
1655,11,16,2020,11,67
1656,17,19,2020,11,68
1657,10,12,2020,5,71
1658,5,15,2020,11,66
1659,1,1,2020,3,72
1660,1,7,2020,9,60
1661,14,18,2020,9,65
1662,1,1,2020,10,69
1663,3,6,2020,11,71
1664,1,1,2020,8,75
1665,1,1,2020,9,65
1666,9,15,2020,5,61
1667,1,1,2020,10,64
1668,3,8,2020,10,60
1669,1,1,2020,12,64
1670,1,12,2020,4,63
1671,1,1,2020,6,74
1672,7,13,2020,4,65
1673,1,12,2020,10,62
1674,1,1,2020,6,71
1675,1,1,2020,3,63
1676,2,5,2020,6,60
1677,1,45,2020,2,64
1678,13,20,2020,9,74
1679,14,14,2020,3,66
1680,33,40,2020,4,68
1681,2,9,2020,2,59
1682,3,11,2020,1,62
1683,1,1,2020,1,67
1684,1,1,2020,5,64
1685,1,1,2020,8,63
1686,2,6,2020,6,67
1687,1,1,2020,3,71
